parm,estimate,min90,max90,分类
T_45,-.0629673844098261,-.2983053193978532,.1723705505782009,宗族文化较弱地区
T_23,-.1574080363265762,-.3611778333666598,.0463617607135074,宗族文化较弱地区
T12,-.2269464062464737,-.6480108874472981,.1941180749543507,宗族文化较弱地区
T34,.19647475968438,-.0573543599558765,.4503038793246366,宗族文化较弱地区
T56,.0154403963203037,-.2150386554759028,.2459194481165101,宗族文化较弱地区
T78,.096257339362269,-.1055094443449228,.2980241230694608,宗族文化较弱地区
T910,-.026821121106761,-.2269515862992199,.1733093440856979,宗族文化较弱地区
T_1,0,0,0,宗族文化较弱地区
T_45,-.0247323586787149,-.1933338521460971,.1438691347886672,宗族文化较强地区
T_23,.0076292556643146,-.1320889544580789,.147347465786708,宗族文化较强地区
T12,.579472268155925,.1374598039526917,1.021484732359158,宗族文化较强地区
T34,.1759531212505914,-.0701520994123061,.4220583419134888,宗族文化较强地区
T56,.1274415543647634,-.0411599391026188,.2960430478321455,宗族文化较强地区
T78,.1403565283915875,.0006383182691941,.2800747385139809,宗族文化较强地区
T910,.3074712643678165,.1520393455746981,.4629031831609349,宗族文化较强地区
T_1,0,0,0,宗族文化较强地区
